,Education,Marital_Status,Has_child,Children,Cluster,Age_group,Income_group,Seniority_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
1489,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
1490,Postgraduate,In couple,Has child,2 children,Stars,Adult,Medium to high income,Emerging customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
1491,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1492,Postgraduate,In couple,No child,No child,Stars,Young,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1493,Postgraduate,In couple,Has child,1 child,High potential,Adult,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1494,Postgraduate,In couple,Has child,1 child,Need attention,Young,Low to medium income,Discovering customers,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
1495,Postgraduate,In couple,No child,No child,High potential,Mature,Medium to high income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1496,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
1497,Postgraduate,In couple,Has child,1 child,Stars,Adult,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1498,Postgraduate,In couple,Has child,1 child,Stars,Mature,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1499,Postgraduate,In couple,No child,No child,Stars,Young,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
1500,Postgraduate,In couple,Has child,2 children,Leaky bucket,Adult,Medium to high income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1501,Undergraduate,Alone,Has child,1 child,Need attention,Adult,Low income,New customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
1502,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
1503,Postgraduate,In couple,Has child,2 children,Stars,Adult,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1504,Postgraduate,Alone,No child,No child,Stars,Mature,Low to medium income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1505,Postgraduate,In couple,No child,No child,High potential,Adult,Medium to high income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1506,Postgraduate,In couple,Has child,2 children,High potential,Adult,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
1507,Undergraduate,In couple,Has child,1 child,Stars,Adult,Low to medium income,Old customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
1508,Postgraduate,In couple,No child,No child,High potential,Adult,High income,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
1509,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Emerging customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
1510,Postgraduate,In couple,No child,No child,High potential,Young,High income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1511,Postgraduate,Alone,Has child,2 children,Leaky bucket,Adult,Low to medium income,Old customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
1512,Postgraduate,In couple,Has child,1 child,Stars,Mature,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1513,Postgraduate,In couple,No child,No child,High potential,Young,High income,New customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1514,Undergraduate,In couple,No child,No child,Leaky bucket,Adult,Low income,Emerging customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
1515,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Medium to high income,New customers,Frequent consumer,Biggest consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
1516,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1517,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1518,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1519,Postgraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,Old customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
1520,Postgraduate,Alone,No child,No child,Stars,Adult,High income,Emerging customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1521,Postgraduate,In couple,No child,No child,Stars,Adult,High income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1522,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
1523,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,New customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1524,Postgraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,Emerging customers,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer
1525,Postgraduate,In couple,Has child,2 children,Stars,Adult,Medium to high income,Old customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1526,Postgraduate,Alone,No child,No child,High potential,Senior,High income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1527,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
1528,Postgraduate,Alone,No child,No child,High potential,Young,High income,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1529,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low income,Emerging customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
1530,Undergraduate,In couple,Has child,1 child,Stars,Adult,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1531,Undergraduate,In couple,Has child,2 children,Leaky bucket,Mature,Medium to high income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer
1532,Postgraduate,In couple,Has child,1 child,High potential,Adult,High income,New customers,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Frequent consumer,Low consumer
1533,Postgraduate,Alone,Has child,2 children,Leaky bucket,Adult,Low to medium income,Old customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
1534,Undergraduate,In couple,Has child,1 child,Leaky bucket,Young,Low income,Old customers,Low consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer,Frequent consumer
1535,Undergraduate,Alone,Has child,1 child,Leaky bucket,Young,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
1536,Postgraduate,Alone,Has child,1 child,Need attention,Young,Low income,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
1537,Postgraduate,Alone,No child,No child,High potential,Mature,Medium to high income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1538,Postgraduate,In couple,Has child,1 child,Stars,Adult,High income,Old customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Low consumer
1539,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer
1540,Postgraduate,In couple,Has child,1 child,Need attention,Young,Low income,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1541,Postgraduate,In couple,Has child,2 children,Stars,Mature,High income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
1542,Postgraduate,In couple,No child,No child,Stars,Adult,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1543,Postgraduate,Alone,Has child,3 children,Leaky bucket,Mature,Medium to high income,Emerging customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1544,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1545,Postgraduate,In couple,Has child,1 child,Leaky bucket,Young,Low to medium income,Old customers,Frequent consumer,Low consumer,Low consumer,Non consumer,Low consumer,Frequent consumer
1546,Undergraduate,In couple,No child,No child,Need attention,Young,Low income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
1547,Postgraduate,Alone,No child,No child,Leaky bucket,Mature,Low income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
1548,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
1549,Undergraduate,In couple,Has child,2 children,Leaky bucket,Adult,Low to medium income,Emerging customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
1550,Postgraduate,Alone,Has child,1 child,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
1551,Undergraduate,In couple,No child,No child,High potential,Mature,High income,New customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
1552,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1553,Postgraduate,In couple,No child,No child,High potential,Mature,High income,New customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
1554,Postgraduate,In couple,Has child,1 child,Stars,Adult,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
1555,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,Discovering customers,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
1556,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1557,Postgraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,Emerging customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Low consumer
