,Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,Cluster
1394,42,Postgraduate,In couple,29791.0,20,4.733333333333333,Has child,1 child,14,0,6,0,0,0,Need attention
1395,58,Postgraduate,In couple,63915.0,789,14.366666666666667,Has child,2 children,622,7,115,30,0,15,High potential
1396,40,Postgraduate,Alone,39996.0,15,4.5,Has child,2 children,11,0,3,0,0,1,Need attention
1397,42,Postgraduate,Alone,26759.0,59,7.966666666666667,Has child,1 child,25,3,16,8,5,2,Need attention
1398,46,Postgraduate,Alone,63841.0,908,17.7,Has child,1 child,635,15,100,20,7,131,Stars
1399,45,Postgraduate,In couple,51039.0,417,22.1,Has child,2 children,100,64,79,65,0,109,Leaky bucket
1400,53,Postgraduate,In couple,60544.0,289,25.666666666666668,Has child,2 children,201,2,43,3,5,35,Leaky bucket
1401,42,Postgraduate,In couple,65685.0,769,6.3,Has child,1 child,642,14,49,0,7,57,High potential
1402,61,Postgraduate,In couple,37716.0,188,5.533333333333333,Has child,1 child,97,1,41,6,2,41,Need attention
1403,57,Postgraduate,Alone,36864.0,354,26.066666666666666,Has child,1 child,204,5,39,17,0,89,Leaky bucket
1404,44,Postgraduate,In couple,44511.0,727,24.066666666666666,Has child,1 child,513,7,133,46,14,14,Leaky bucket
1405,47,Postgraduate,In couple,36947.0,146,26.266666666666666,Has child,2 children,88,3,21,4,1,29,Leaky bucket
1406,63,Postgraduate,In couple,47352.0,319,18.033333333333335,Has child,1 child,172,12,112,8,0,15,Leaky bucket
1407,61,Postgraduate,In couple,67087.0,794,9.7,Has child,1 child,329,35,222,130,35,43,High potential
1408,64,Postgraduate,In couple,57045.0,454,25.2,Has child,1 child,296,13,104,11,13,17,Leaky bucket
1409,61,Postgraduate,Alone,36957.0,152,25.266666666666666,Has child,2 children,100,2,16,2,1,31,Leaky bucket
1410,37,Postgraduate,In couple,69389.0,797,24.533333333333335,Has child,1 child,422,7,238,69,46,15,Stars
1411,42,Postgraduate,In couple,80134.0,1690,16.733333333333334,Has child,1 child,1218,16,272,104,0,80,Stars
1412,45,Postgraduate,In couple,43142.0,20,7.6,Has child,2 children,5,1,7,2,1,4,Need attention
1413,70,Postgraduate,In couple,80589.0,1428,8.5,No child,No child,507,93,520,242,40,26,High potential
1414,24,Postgraduate,Alone,34412.0,209,19.933333333333334,Has child,1 child,52,12,50,4,36,55,Leaky bucket
1415,35,Postgraduate,Alone,57537.0,545,16.033333333333335,Has child,1 child,191,56,139,51,8,100,Stars
1416,48,Undergraduate,In couple,22634.0,96,20.866666666666667,No child,No child,2,23,11,8,6,46,Leaky bucket
1417,66,Postgraduate,In couple,51315.0,222,7.433333333333334,No child,No child,68,28,39,16,30,41,Need attention
1418,42,Postgraduate,In couple,36026.0,61,6.733333333333333,Has child,3 children,20,4,10,6,4,17,Need attention
1419,41,Postgraduate,In couple,24639.0,44,8.3,Has child,2 children,20,3,16,0,4,1,Need attention
1420,42,Postgraduate,In couple,34578.0,8,5.866666666666666,Has child,3 children,7,0,1,0,0,0,Need attention
1421,42,Undergraduate,Alone,65704.0,817,11.866666666666667,No child,No child,279,172,74,38,8,246,High potential
1422,48,Postgraduate,Alone,63810.0,1371,23.066666666666666,Has child,1 child,977,12,253,16,12,101,Stars
1423,45,Postgraduate,In couple,54132.0,42,7.666666666666667,Has child,1 child,30,1,8,0,0,3,Need attention
1424,55,Postgraduate,In couple,18690.0,60,21.5,No child,No child,6,1,7,23,4,19,Leaky bucket
1425,44,Postgraduate,In couple,28164.0,78,17.266666666666666,Has child,1 child,3,18,26,11,8,12,Leaky bucket
1426,40,Postgraduate,In couple,34596.0,23,17.966666666666665,Has child,1 child,14,0,2,0,0,7,Leaky bucket
1427,42,Postgraduate,In couple,43269.0,19,12.766666666666667,Has child,1 child,10,1,7,0,0,1,Need attention
1428,56,Undergraduate,Alone,38741.0,61,6.266666666666667,Has child,2 children,7,10,17,8,6,13,Need attention
1429,42,Postgraduate,Alone,31907.0,449,19.3,No child,No child,33,87,64,175,16,74,Leaky bucket
1430,31,Postgraduate,In couple,27100.0,37,18.233333333333334,Has child,1 child,12,0,13,2,0,10,Leaky bucket
1431,41,Undergraduate,Alone,31163.0,38,7.766666666666667,Has child,1 child,2,3,10,11,2,10,Need attention
1432,29,Postgraduate,In couple,92533.0,1131,9.633333333333333,No child,No child,693,21,118,110,147,42,High potential
1433,41,Postgraduate,Alone,34853.0,34,9.5,Has child,2 children,9,3,15,2,3,2,Need attention
1434,47,Postgraduate,Alone,70844.0,294,11.3,Has child,2 children,129,26,67,3,67,2,High potential
1435,35,Undergraduate,In couple,31086.0,48,17.266666666666666,Has child,2 children,16,2,11,3,0,16,Leaky bucket
1436,53,Postgraduate,In couple,60544.0,289,25.666666666666668,Has child,2 children,201,2,43,3,5,35,Leaky bucket
1437,28,Undergraduate,In couple,20491.0,30,20.566666666666666,No child,No child,5,4,5,4,2,10,Leaky bucket
1438,50,Postgraduate,In couple,42523.0,125,5.466666666666667,No child,No child,14,36,11,3,26,35,Need attention
1439,31,Postgraduate,In couple,39922.0,156,19.9,Has child,1 child,29,12,59,19,1,36,Leaky bucket
1440,62,Postgraduate,In couple,33402.0,70,14.766666666666667,Has child,2 children,26,2,19,10,5,8,Need attention
1441,65,Postgraduate,In couple,36408.0,22,12.6,Has child,2 children,9,1,4,3,2,3,Need attention
1442,35,Postgraduate,In couple,21645.0,65,25.366666666666667,Has child,1 child,14,0,23,4,5,19,Leaky bucket
1443,66,Postgraduate,Alone,78427.0,1930,23.666666666666668,No child,No child,972,19,595,180,26,138,Stars
1444,68,Postgraduate,In couple,82657.0,2283,12.4,No child,No child,966,168,672,246,105,126,High potential
1445,56,Postgraduate,In couple,51876.0,310,11.8,No child,No child,99,27,102,28,48,6,Need attention
1446,43,Undergraduate,In couple,78041.0,1319,21.9,No child,No child,482,35,553,72,160,17,Stars
1447,57,Postgraduate,In couple,52852.0,879,22.4,Has child,1 child,714,8,99,11,0,47,Stars
1448,32,Postgraduate,In couple,70038.0,1244,11.466666666666667,No child,No child,587,54,348,71,54,130,High potential
1449,41,Undergraduate,In couple,69401.0,690,6.5,Has child,1 child,399,27,159,58,8,39,High potential
1450,42,Postgraduate,In couple,46053.0,209,19.8,Has child,1 child,56,10,92,19,7,25,Leaky bucket
1451,49,Postgraduate,In couple,77343.0,1134,3.9,No child,No child,227,151,573,98,54,31,High potential
1452,61,Postgraduate,Alone,73892.0,1507,10.833333333333334,No child,No child,703,102,601,0,58,43,High potential
1453,47,Postgraduate,Alone,40304.0,57,12.3,Has child,1 child,37,0,17,0,0,3,Need attention
1454,49,Postgraduate,In couple,32727.0,529,25.566666666666666,No child,No child,167,13,180,86,13,70,Leaky bucket
1455,45,Postgraduate,In couple,68695.0,1091,3.3666666666666667,No child,No child,458,81,356,106,50,40,High potential
1456,43,Postgraduate,Alone,43300.0,180,24.033333333333335,Has child,1 child,91,3,52,2,1,31,Leaky bucket
1457,42,Postgraduate,In couple,26290.0,77,21.0,Has child,2 children,15,8,16,11,5,22,Leaky bucket
1458,44,Postgraduate,Alone,93790.0,2349,7.8,No child,No child,1302,68,731,89,114,45,High potential
1459,40,Postgraduate,In couple,38410.0,534,25.0,No child,No child,153,64,123,116,64,14,Leaky bucket
1460,64,Postgraduate,Alone,64866.0,556,8.366666666666667,Has child,1 child,508,5,21,7,5,10,High potential
1461,55,Postgraduate,In couple,57957.0,637,13.7,Has child,1 child,290,59,177,77,5,29,High potential
1462,59,Postgraduate,In couple,46015.0,46,5.8,Has child,2 children,38,0,2,0,0,6,Need attention
1463,36,Postgraduate,In couple,16531.0,44,3.6,Has child,1 child,2,13,6,7,5,11,Need attention
1464,28,Postgraduate,In couple,28072.0,47,15.1,Has child,1 child,30,0,10,2,0,5,Leaky bucket
1465,51,Postgraduate,Alone,49476.0,795,15.7,Has child,1 child,386,23,95,54,41,196,Stars
1466,61,Postgraduate,In couple,50725.0,586,19.933333333333334,Has child,1 child,443,10,75,0,10,48,Leaky bucket
1467,62,Postgraduate,In couple,83844.0,1574,17.0,No child,No child,901,31,345,75,31,191,Stars
1468,64,Postgraduate,In couple,41145.0,13,7.933333333333334,Has child,2 children,9,0,3,0,0,1,Need attention
1469,44,Postgraduate,In couple,67419.0,1471,20.866666666666667,Has child,1 child,846,84,352,91,56,42,Stars
1470,44,Undergraduate,In couple,23162.0,65,9.566666666666666,Has child,2 children,8,3,9,19,4,22,Need attention
1471,37,Postgraduate,In couple,34380.0,175,17.333333333333332,Has child,1 child,72,7,58,13,1,24,Leaky bucket
1472,48,Postgraduate,Alone,34704.0,40,17.5,Has child,1 child,29,0,5,0,1,5,Leaky bucket
1473,45,Postgraduate,In couple,94871.0,1078,25.433333333333334,Has child,2 children,169,24,553,188,0,144,Stars
1474,56,Postgraduate,In couple,65148.0,1115,22.9,Has child,1 child,460,35,422,33,12,153,Stars
1475,60,Postgraduate,In couple,39898.0,134,19.966666666666665,Has child,1 child,69,8,26,12,7,12,Leaky bucket
1476,58,Postgraduate,Alone,64857.0,1540,22.666666666666668,No child,No child,556,14,717,210,0,43,Stars
1477,44,Postgraduate,In couple,59892.0,87,11.2,Has child,1 child,73,0,13,0,1,0,Need attention
1478,27,Postgraduate,Alone,41020.0,217,11.366666666666667,No child,No child,112,1,54,7,7,36,Need attention
1479,53,Postgraduate,In couple,57072.0,1034,8.433333333333334,Has child,1 child,944,0,60,0,0,30,High potential
1480,35,Postgraduate,Alone,60474.0,1180,18.366666666666667,Has child,1 child,265,199,303,234,9,170,Stars
1481,54,Postgraduate,In couple,62807.0,819,25.466666666666665,Has child,1 child,526,28,135,10,21,99,Stars
1482,33,Undergraduate,In couple,19414.0,32,11.766666666666667,Has child,1 child,2,3,12,3,5,7,Need attention
1483,34,Postgraduate,In couple,19107.0,46,13.6,Has child,1 child,2,4,9,10,5,16,Need attention
1484,38,Undergraduate,In couple,75484.0,1159,26.433333333333334,Has child,1 child,378,97,259,197,194,34,Stars
1485,38,Postgraduate,Alone,70379.0,860,19.333333333333332,Has child,1 child,553,25,142,65,67,8,Stars
1486,44,Postgraduate,In couple,79419.0,1631,3.466666666666667,No child,No child,751,127,687,20,15,31,High potential
1487,68,Postgraduate,In couple,64014.0,444,3.8666666666666667,Has child,3 children,406,0,30,0,0,8,High potential
1488,59,Postgraduate,In couple,76998.0,1910,21.033333333333335,Has child,1 child,1449,89,161,69,35,107,Stars
1489,42,Postgraduate,In couple,49854.0,380,10.933333333333334,Has child,1 child,123,17,171,39,0,30,Need attention
1490,43,Postgraduate,In couple,60585.0,736,15.566666666666666,Has child,2 children,267,42,309,55,42,21,Stars
1491,64,Postgraduate,Alone,42873.0,269,20.7,Has child,2 children,209,0,40,3,2,15,Leaky bucket
1492,26,Postgraduate,In couple,87679.0,2524,14.466666666666667,No child,No child,1259,172,815,97,148,33,Stars
1493,36,Postgraduate,In couple,57867.0,612,12.266666666666667,Has child,1 child,344,35,178,15,23,17,High potential
1494,24,Postgraduate,In couple,35765.0,75,9.9,Has child,1 child,22,3,30,0,5,15,Need attention
1495,55,Postgraduate,In couple,65492.0,1045,8.366666666666667,No child,No child,247,161,295,210,85,47,High potential
1496,37,Postgraduate,Alone,32952.0,55,10.233333333333333,Has child,1 child,38,0,12,3,1,1,Need attention
1497,45,Postgraduate,In couple,53374.0,1064,25.966666666666665,Has child,1 child,896,10,101,13,10,34,Stars
1498,55,Postgraduate,In couple,71706.0,1443,23.0,Has child,1 child,931,56,253,91,98,14,Stars
1499,26,Postgraduate,In couple,68487.0,1366,20.966666666666665,No child,No child,758,12,385,33,89,89,Stars
1500,39,Postgraduate,In couple,53253.0,436,20.0,Has child,2 children,216,9,57,20,9,125,Leaky bucket
1501,41,Undergraduate,Alone,31163.0,38,7.766666666666667,Has child,1 child,2,3,10,11,2,10,Need attention
1502,37,Postgraduate,In couple,42014.0,436,25.933333333333334,Has child,1 child,244,15,108,4,15,50,Leaky bucket
1503,41,Postgraduate,In couple,54108.0,747,23.266666666666666,Has child,2 children,539,6,91,8,6,97,Stars
1504,59,Postgraduate,Alone,49667.0,1396,25.833333333333332,No child,No child,1181,26,120,17,13,39,Stars
1505,40,Postgraduate,In couple,63206.0,928,6.6,No child,No child,750,8,125,11,8,26,High potential
1506,42,Postgraduate,In couple,57136.0,642,15.066666666666666,Has child,2 children,306,5,109,21,109,92,High potential
1507,39,Undergraduate,In couple,46772.0,1048,23.2,Has child,1 child,350,104,189,197,151,57,Stars
1508,43,Postgraduate,In couple,78931.0,943,11.466666666666667,No child,No child,331,197,170,58,152,35,High potential
1509,56,Postgraduate,In couple,53977.0,907,16.1,Has child,1 child,620,16,165,0,24,82,Stars
1510,26,Postgraduate,In couple,84219.0,1198,8.133333333333333,No child,No child,434,137,400,45,137,45,High potential
1511,39,Postgraduate,Alone,46098.0,120,25.9,Has child,2 children,57,0,27,0,0,36,Leaky bucket
1512,49,Postgraduate,In couple,73538.0,1658,22.6,Has child,1 child,811,76,428,99,137,107,Stars
1513,28,Postgraduate,In couple,79529.0,1638,5.333333333333333,No child,No child,423,42,706,73,197,197,High potential
1514,37,Undergraduate,In couple,20981.0,73,17.4,No child,No child,2,12,10,6,13,30,Leaky bucket
1515,34,Postgraduate,Alone,51766.0,275,6.9,Has child,1 child,60,51,87,6,20,51,Need attention
1516,52,Postgraduate,In couple,55759.0,854,22.5,Has child,1 child,675,0,85,10,7,77,Stars
1517,36,Postgraduate,In couple,33039.0,78,13.0,Has child,1 child,30,8,12,8,8,12,Need attention
1518,42,Postgraduate,In couple,37787.0,106,12.633333333333333,Has child,1 child,40,1,40,4,3,18,Need attention
1519,44,Postgraduate,Alone,27242.0,106,23.066666666666666,Has child,1 child,3,17,26,20,1,39,Leaky bucket
1520,31,Postgraduate,Alone,87188.0,1923,16.266666666666666,No child,No child,910,111,724,49,74,55,Stars
1521,43,Postgraduate,In couple,69930.0,1662,16.533333333333335,No child,No child,252,98,827,219,70,196,Stars
1522,38,Postgraduate,Alone,37697.0,84,7.966666666666667,Has child,1 child,34,6,21,11,4,8,Need attention
1523,41,Postgraduate,In couple,37401.0,48,5.033333333333333,Has child,1 child,19,3,19,3,1,3,Need attention
1524,41,Postgraduate,Alone,3502.0,5,17.966666666666665,Has child,1 child,2,1,1,0,0,1,Leaky bucket
1525,38,Postgraduate,In couple,58597.0,733,22.766666666666666,Has child,2 children,490,0,184,10,28,21,Stars
1526,66,Postgraduate,Alone,82032.0,1234,6.066666666666666,No child,No child,332,194,377,149,125,57,High potential
1527,56,Postgraduate,In couple,28087.0,112,22.066666666666666,Has child,2 children,53,8,17,13,0,21,Leaky bucket
1528,27,Postgraduate,Alone,74004.0,1658,7.4,No child,No child,784,48,560,42,176,48,High potential
1529,54,Postgraduate,In couple,19740.0,55,18.633333333333333,Has child,1 child,7,11,3,10,4,20,Leaky bucket
1530,39,Undergraduate,In couple,57036.0,1513,22.066666666666666,Has child,1 child,1171,43,219,19,14,47,Stars
1531,56,Undergraduate,In couple,53083.0,271,16.9,Has child,2 children,215,7,33,3,0,13,Leaky bucket
1532,39,Postgraduate,In couple,69283.0,904,3.7333333333333334,Has child,1 child,674,62,134,0,26,8,High potential
1533,39,Postgraduate,Alone,46098.0,120,25.9,Has child,2 children,57,0,27,0,0,36,Leaky bucket
1534,26,Undergraduate,In couple,23331.0,103,25.333333333333332,Has child,1 child,5,36,7,0,10,45,Leaky bucket
1535,26,Undergraduate,Alone,23331.0,269,24.3,Has child,1 child,104,20,101,24,15,5,Leaky bucket
1536,25,Postgraduate,Alone,9255.0,22,9.6,Has child,1 child,9,0,7,2,0,4,Need attention
1537,55,Postgraduate,Alone,67786.0,1156,10.033333333333333,No child,No child,431,82,441,80,20,102,High potential
1538,43,Postgraduate,In couple,71969.0,1086,23.933333333333334,Has child,1 child,1000,0,76,0,0,10,Stars
1539,47,Postgraduate,Alone,59235.0,1128,21.0,Has child,1 child,448,40,469,80,0,91,Stars
1540,25,Postgraduate,In couple,31928.0,72,6.333333333333333,Has child,1 child,33,4,24,4,2,5,Need attention
1541,53,Postgraduate,In couple,74881.0,964,19.166666666666668,Has child,2 children,505,72,270,36,27,54,Stars
1542,36,Postgraduate,In couple,65819.0,1383,22.466666666666665,No child,No child,267,38,701,149,165,63,Stars
1543,61,Postgraduate,Alone,51411.0,18,16.533333333333335,Has child,3 children,14,0,3,0,0,1,Leaky bucket
1544,50,Postgraduate,Alone,51983.0,793,25.466666666666665,Has child,1 child,631,0,115,10,7,30,Stars
1545,28,Postgraduate,In couple,42386.0,100,20.966666666666665,Has child,1 child,65,4,16,0,4,11,Leaky bucket
1546,27,Undergraduate,In couple,30390.0,80,13.233333333333333,No child,No child,10,12,12,25,1,20,Need attention
1547,51,Postgraduate,Alone,30983.0,167,23.133333333333333,No child,No child,51,4,50,12,1,49,Leaky bucket
1548,57,Postgraduate,Alone,66033.0,677,20.733333333333334,Has child,1 child,293,35,179,46,59,65,Stars
1549,39,Undergraduate,In couple,37284.0,23,18.466666666666665,Has child,2 children,11,1,2,2,1,6,Leaky bucket
1550,63,Postgraduate,Alone,57530.0,92,11.9,Has child,1 child,50,1,27,6,7,1,Need attention
1551,49,Undergraduate,In couple,76800.0,641,7.0,No child,No child,173,26,255,35,71,81,High potential
1552,58,Postgraduate,In couple,63943.0,1106,25.4,Has child,1 child,423,184,368,13,97,21,Stars
1553,52,Postgraduate,In couple,76081.0,1033,4.466666666666667,No child,No child,292,30,415,63,33,200,High potential
1554,40,Postgraduate,In couple,67445.0,1174,26.1,Has child,1 child,757,80,217,29,80,11,Stars
1555,47,Postgraduate,In couple,37054.0,25,12.8,Has child,2 children,12,1,6,0,1,5,Need attention
1556,52,Postgraduate,In couple,47175.0,240,23.533333333333335,Has child,2 children,167,2,44,6,2,19,Leaky bucket
1557,38,Postgraduate,Alone,31859.0,20,15.9,Has child,1 child,3,1,3,8,0,5,Leaky bucket
1558,53,Postgraduate,Alone,27215.0,102,20.633333333333333,Has child,3 children,30,5,22,8,9,28,Leaky bucket
1559,38,Postgraduate,Alone,70179.0,1034,14.666666666666666,Has child,1 child,532,88,168,69,44,133,High potential
1560,31,Postgraduate,In couple,39922.0,156,19.9,Has child,1 child,29,12,59,19,1,36,Leaky bucket
1561,38,Postgraduate,In couple,49681.0,458,11.133333333333333,Has child,2 children,411,0,26,0,0,21,Need attention
1562,26,Postgraduate,In couple,24645.0,17,23.4,Has child,1 child,5,3,4,4,1,0,Leaky bucket
1563,60,Postgraduate,Alone,79865.0,792,3.6,Has child,1 child,71,99,278,185,121,38,High potential
1564,29,Postgraduate,In couple,44322.0,92,3.6666666666666665,Has child,1 child,46,0,40,3,0,3,Need attention
1565,62,Postgraduate,Alone,47958.0,407,20.766666666666666,Has child,1 child,268,11,88,15,3,22,Leaky bucket
1566,50,Postgraduate,Alone,63972.0,1269,22.366666666666667,Has child,1 child,928,63,254,0,12,12,Stars
1567,60,Postgraduate,In couple,75315.0,841,5.733333333333333,Has child,1 child,459,15,171,142,23,31,High potential
1568,64,Postgraduate,In couple,55517.0,633,24.566666666666666,Has child,2 children,483,0,108,0,6,36,Stars
